0,1.0,537.9279,360.46722,576.96893,321.42624,511.21567,333.75497,652.9961,341.97412,490.66776,372.79596,739.29724,508.41205,463.9555,520.7408,702.31104,202.24846,242.03828,656.3569,692.0371,272.1113,225.59998,699.50745,332.449,687.1787,350.9421,672.79517,560.5306,602.9323,213.27124,648.1377,659.16046,586.494,252.31223,600.87756,550.25665,231.0155,597.5168,461.1519,412.5858,707.72656,211.21645,222.79636,223.54518,541.28864,710.5302,224.85115,242.03828,535.12427,685.87274,411.83694,433.13367,572.1105
1,1.0,539.70483,360.68692,578.97546,321.4163,512.83545,331.75067,653.383,342.08505,494.23358,371.0213,725.7237,505.36823,467.3642,517.7695,705.05493,197.40375,248.27536,654.1833,688.5199,269.7444,225.53973,701.72144,335.08414,689.3201,341.28476,670.71826,242.07474,612.84576,219.3391,652.1164,657.5168,596.3107,248.27536,623.1801,552.1061,230.47375,599.6442,464.0307,403.29105,709.9889,217.27222,220.13937,225.53973,540.5051,711.25555,627.3139,246.20848,534.3045,686.453,406.15817,434.2942,573.57513
2,1.0,540.4435,361.1446,577.36945,320.11578,511.72336,332.42444,653.2727,340.6302,491.20895,371.4018,735.3303,504.7454,466.59167,515.00256,714.8159,205.23515,249.13904,654.5005,690.1986,272.93268,224.52176,701.68365,335.2995,691.42645,347.60815,672.96344,558.9065,609.36884,216.316,648.3462,655.32416,595.0087,76.818085,623.7289,550.7007,229.85243,597.88385,459.6137,402.99704,711.94086,212.21312,223.6981,220.41888,545.7742,708.66156,225.74954,212.21312,537.5684,684.0443,408.3277,431.7172,574.4943
3,1.0,542.0123,360.16217,578.99603,319.0692,513.24725,331.3971,652.9634,341.67035,492.70078,374.54474,728.98535,501.93292,468.045,518.3701,716.6575,208.11821,250.25227,653.9769,689.947,265.64835,227.65114,699.1792,336.54752,688.90594,350.93005,670.4141,239.97903,610.8293,217.3779,651.92224,657.07263,596.4468,248.19762,627.2665,550.23096,232.77399,599.5425,460.83997,404.3509,711.5071,215.32324,222.50075,227.65114,543.0259,708.43884,224.55539,213.2686,536.86194,687.8924,407.4191,433.11597,575.90027
4,1.0,540.6311,359.43964,579.5466,320.52417,514.00476,332.81326,653.2811,343.05417,493.52295,373.77692,737.2566,504.86057,460.752,529.4388,698.3411,197.63324,239.54834,660.5224,692.1966,265.22324,227.25925,703.53424,372.68018,683.0524,356.29474,668.71515,483.282,615.4624,217.01834,654.37787,661.4739,281.6087,479.18567,611.366,550.872,230.40414,597.9802,463.89694,411.59564,709.6788,219.06653,619.5588,223.16289,541.72784,712.6784,205.82596,81.83832,539.6797,681.9557,408.596,442.3184,570.4024
5,1.0,539.8018,358.81735,578.42975,320.18942,511.33914,330.35468,653.6526,344.586,493.04172,375.08176,739.04065,505.1969,460.5129,521.4613,702.4458,194.14035,249.07579,653.6095,688.2144,275.46234,228.7453,702.4027,358.86044,690.2044,350.72827,678.0061,247.04274,614.98157,216.54701,653.6095,659.7518,295.79282,84.3988,627.1799,552.0001,232.7683,596.72723,462.50287,411.71973,712.56793,214.51396,627.1799,226.71225,547.8909,710.578,202.27255,249.07579,547.8909,680.0822,409.6436,421.88498,576.35364
6,1.0,539.9807,361.49664,578.6091,320.83524,511.51773,333.03366,651.79956,343.199,493.2201,371.662,733.1224,501.77847,462.72406,524.1423,702.62634,194.7849,241.1194,658.3249,690.4279,265.94235,237.05327,703.0524,373.26895,690.854,361.07053,674.5894,546.0799,621.7296,218.75563,662.39105,659.9318,282.2069,86.60608,621.7296,550.14606,231.38016,596.9067,463.15015,420.02957,711.1847,218.75563,213.08253,224.85484,544.47296,712.7917,211.04947,663.998,536.3407,684.3287,300.50455,436.29413,574.969
7,1.0,541.02026,360.65295,577.56946,320.04272,510.56256,332.2258,654.72894,344.40887,492.28793,374.86655,735.94946,506.84988,457.76923,529.18555,707.5223,196.18143,240.50435,659.13837,689.2477,269.2799,236.44331,705.84015,362.3351,685.53503,356.24356,669.2909,565.3864,612.4366,218.1687,659.13837,664.88153,283.49347,88.21588,624.6196,551.1728,230.70015,597.8746,466.23962,413.09793,711.9317,220.19922,210.39502,226.29076,547.46014,715.64435,204.30348,88.21588,581.9789,683.1561,299.73758,429.34204,575.8873
8,1.0,540.6541,359.56158,577.20715,320.97784,512.224,333.16217,654.37463,343.3158,493.94748,375.80737,743.72644,509.83508,457.39447,528.1116,697.0198,195.07301,242.13782,658.0779,688.8969,274.2712,238.07637,702.7538,343.67398,684.4773,347.7354,672.2929,240.1071,619.49414,217.76915,658.0779,664.5282,282.3941,89.83359,623.5556,550.80774,231.62602,599.5451,465.15918,412.71857,708.84595,219.79987,621.52484,227.92276,544.35736,713.26556,629.64777,89.83359,544.35736,684.83545,298.6399,428.96436,572.7875
9,1.0,541.97266,360.2638,578.56165,319.60938,511.48184,333.83844,651.7396,341.96933,491.15463,374.49286,737.1139,504.587,458.6311,526.94696,698.4922,197.64612,243.16267,657.0411,688.32855,266.75864,239.09723,699.7282,340.73328,683.46643,348.86417,667.2047,232.99907,618.4194,218.77002,659.0738,659.8705,278.95496,88.67587,622.4848,548.0708,232.20238,598.88885,463.9326,411.8785,707.85913,218.77002,622.4848,228.93362,543.2087,710.68854,630.6157,88.67587,543.2087,686.29584,297.24945,428.1403,573.6995
10,1.0,540.8692,360.15002,579.3114,321.70782,512.54333,331.8242,652.1493,343.96384,492.31064,374.31296,733.08026,501.77924,461.96152,526.05853,700.7079,198.2881,243.4479,657.57135,688.56824,271.12598,237.37808,702.0834,346.6349,687.9205,352.7047,669.711,239.40137,619.12915,219.16862,657.57135,660.2424,283.26562,89.67908,627.2222,550.9856,232.68376,595.4976,463.337,415.4262,710.17645,219.16862,627.2222,225.23845,546.29126,712.8475,204.35793,223.21516,544.268,680.4751,301.47507,431.6124,576.6404
11,1.0,541.2248,359.65744,577.72546,321.1289,512.8353,333.29584,652.75476,345.46274,492.55716,375.88,729.8118,507.68814,462.1399,527.9663,699.39453,197.43205,247.19122,655.7188,687.22766,268.40567,235.02432,702.3586,346.5543,686.13605,358.7212,667.8857,241.10777,619.2181,218.80177,655.7188,662.8938,282.60037,89.021454,627.32935,549.33606,231.90495,598.00366,465.10397,415.5001,710.46985,218.80177,211.62677,228.94087,544.18884,711.56146,209.59895,222.8574,544.18884,687.22766,300.85074,429.6948,574.6061
12,1.0,539.61664,359.48706,578.1733,320.93045,511.2065,333.1062,653.25726,343.2527,492.94284,375.72144,744.5756,509.65503,456.4155,529.948,699.9311,195.11404,249.42723,653.7351,689.7846,268.16873,235.22215,700.40894,340.74557,686.20386,346.83347,671.9988,241.31004,613.1492,218.98778,655.7644,665.43304,280.3445,249.42723,631.41284,549.7631,231.64139,598.46625,465.0105,409.74167,710.5554,218.98778,623.29565,229.13426,546.1824,710.0776,631.41284,223.04637,623.29565,685.726,298.6082,423.94675,576.6218
13,1.0,539.5939,359.84525,578.3879,321.05124,511.00882,333.302,651.89233,341.46915,492.63272,374.1378,737.64746,506.85413,462.00586,527.27203,739.6893,204.66924,249.65971,653.863,686.6027,272.0483,239.45076,700.82416,341.54025,688.5734,349.70743,668.1555,235.36719,623.23615,221.07466,659.98834,660.05945,280.21545,86.31653,629.3615,547.76105,233.25429,598.8058,463.97653,417.0865,711.0331,216.99107,625.27795,225.15823,545.64813,702.9371,631.4033,219.03287,584.44214,688.64453,408.8482,431.379,576.27496
14,1.0,540.4976,360.06766,577.3708,321.14603,509.77002,333.43704,651.11707,341.63107,491.33344,376.45572,741.25134,505.5117,460.60583,528.0453,696.1842,204.38109,255.75508,650.9557,687.9902,271.98184,237.31851,698.0714,337.69537,685.78033,345.8894,669.3923,237.31851,614.0826,220.93045,657.10126,663.4081,276.07886,241.41553,640.7132,546.6431,233.0602,597.85583,464.54153,411.44165,710.3624,214.78493,622.2766,225.02747,544.43335,704.37823,632.51917,83.68045,626.3736,685.94165,405.13483,427.8297,575.16095
15,1.0,539.45386,359.74973,576.2034,320.95847,510.87085,333.20834,651.74426,341.3749,492.49603,374.04123,741.57666,508.78976,461.87137,525.1229,757.9098,202.5431,253.62366,651.70483,688.4939,274.00064,235.24886,698.66266,333.24777,686.4128,343.456,668.038,235.24886,616.9969,218.91571,655.78815,661.9525,280.12558,245.45708,637.4133,547.6204,233.16777,598.66156,463.87357,408.78864,708.8709,214.83241,623.1218,225.04063,545.53937,704.827,631.2884,212.79077,592.4972,684.4106,296.45874,427.16342,576.164
16,1.0,538.38184,360.62042,574.9852,319.94995,509.9125,332.1511,652.2591,342.3187,491.6108,374.85507,741.73413,507.03406,457.04092,525.33575,755.9688,208.1062,257.75568,651.4142,686.829,267.07837,235.38692,696.1517,332.99603,685.9841,343.16364,669.7159,239.45396,614.8108,221.15225,655.4812,662.42676,281.31302,245.55453,641.2466,548.54944,230.47495,599.3875,464.33008,408.23636,708.35284,215.05168,624.9784,221.15225,631.0789,707.16425,633.1125,88.97327,631.0789,684.7955,297.5812,251.6551,578.20734
17,1.0,539.23914,359.88046,577.7766,321.34293,510.84305,333.5127,652.8234,343.65414,492.5884,374.0785,733.9551,505.91742,460.13577,524.17206,693.3892,195.5889,253.25008,651.95435,687.3044,266.57907,239.05203,696.5768,338.4383,688.4636,348.57974,670.209,241.08032,615.4451,222.8257,658.03925,664.99316,280.77713,245.1369,639.7846,549.38055,232.09813,598.0596,465.3516,411.4568,710.7748,220.79741,621.53,220.79741,544.45496,707.5873,631.67145,218.76912,623.5583,685.27606,297.00345,251.22179,576.9076
18,1.0,537.6746,360.48904,576.19464,319.94165,509.29147,334.13324,649.17993,340.21533,491.04514,372.65326,740.41156,508.487,460.63458,526.73334,754.60315,196.27213,253.84293,652.43024,687.69995,265.20267,239.65134,697.03235,336.96506,688.92285,347.1019,668.6492,233.56923,626.0744,225.45975,660.5397,659.3168,279.39426,245.73344,634.1839,547.81146,232.76477,598.4957,463.88486,411.97772,711.22394,215.3229,622.01965,225.45975,544.9796,701.89154,630.12915,217.35028,622.01965,681.61786,297.6406,253.84293,577.41754
19,1.0,540.43304,359.38202,576.907,320.88174,512.06445,333.03973,651.88116,343.1714,493.82748,375.59265,739.01337,507.30405,459.37988,525.541,757.2503,207.40732,254.72063,653.19977,686.3288,272.24985,236.48367,697.779,333.74747,687.64734,345.90546,667.38403,238.51,614.6995,220.27303,659.27875,659.9865,282.3815,246.61531,639.01544,548.5384,231.72327,599.1966,464.75113,410.748,709.93695,218.2467,622.8048,218.2467,630.91016,702.5394,632.93646,90.58795,592.40985,686.3288,298.59213,428.98495,576.1992
20,1.0,540.7274,361.50662,577.11536,323.09714,512.4257,335.22644,651.9128,343.31265,492.21017,373.63593,724.6886,509.07986,461.8869,527.2738,696.3869,195.7394,253.66711,652.61,690.3222,268.51526,237.4947,699.1057,334.52917,688.9979,344.63693,668.7824,235.47314,620.2652,221.3223,658.6747,659.99896,282.6661,247.60246,632.3945,550.8352,232.12732,595.3093,464.60574,409.32657,709.21344,219.30074,624.3083,229.4085,547.4893,704.4731,632.3945,241.53781,583.87726,682.236,300.86008,433.5852,577.8126
